0,1
-1.1258398,-1.1523602
-0.25057858,-0.43387884
0.84871036,0.6920092
-0.31601277,-2.1152196
0.32227492,-1.2633348
0.3499832,0.3081339
0.11984151,1.2376579
1.1167772,-0.24727765
-1.3526537,-1.6959313
0.5666505,0.7935084
0.59883946,-1.5550951
-0.3413603,1.8530061
0.7501894,-0.58549714
-0.17339702,0.18347792
1.3893661,1.5863343
0.94629836,-0.8436768
-0.6135831,0.03159274
-0.49267703,0.24841475
0.43969586,0.112411186
0.64079237,0.44115627
-0.10230965,0.792444
-0.28966758,0.052507486
0.5228604,2.3022053
-1.4688939,-1.5866888
-0.6730899,0.8728312
1.0553576,0.17784412
-0.23033547,-0.3917544
0.54329467,-0.39515752
-0.4462172,0.7440207
1.5209795,3.4105027
-1.5311843,-1.234135
1.8197253,-0.5515287
-0.569248,0.9199713
1.1108161,1.2898738
-1.4781743,2.5672328
-0.4731198,0.33555073
-1.629326,-0.54974365
-0.47983426,-0.49968216
-1.06698,1.1149396
-0.14067143,0.80575365
-0.09334823,0.6870502
-0.83831537,0.00089182175
0.8418941,-0.40003455
1.039462,0.3581531
-0.24600095,2.3025165
-1.8816892,-0.049727023
-1.0449786,-0.95650053
0.03353186,0.7100866
1.645867,-1.3601689
0.34456542,0.5198677
-2.6133225,-1.6964747
-0.22824168,0.279955
0.2469264,0.076887004
0.3380058,0.45440176
0.45694077,-0.865371
0.78130794,-0.9267894
-0.21883368,-2.4350653
-0.072914526,-0.033986602
0.9625183,0.34916824
-0.921462,-0.056194782
-0.6226985,-0.46372217
1.9217824,-0.4025455
0.12390248,1.1647835
0.9233735,1.3872952
-0.88337576,-0.41891345
-0.8048267,0.5656091
0.6103646,0.46688354
1.9506571,-1.0630985
-0.077325754,0.116398655
-0.5939906,-1.2439286
-0.10209263,-1.0335484
-0.31263885,0.24578549
-0.2596415,0.11833705
0.24395832,1.1646006
0.28857586,0.38659775
-0.20106392,-0.117926985
0.1921991,-0.7721569
-1.9003456,0.13067743
-0.70429415,0.31472096
0.15739289,0.3853627
0.9671457,-0.99108285
0.30160546,-0.10731688
0.99845636,-0.49871477
0.7611109,0.61830086
0.31404856,0.21333301
-0.12005083,0.36045974
-0.3140355,-1.078708
0.24081051,-1.3962274
-0.06614456,-0.35835508
-1.5615617,-0.3546433
1.0810726,0.13147806
1.5735376,0.78142935
-1.078658,-0.72090983
1.4707925,0.275635
0.66678107,-0.99438965
-1.1893647,-1.1959498
-0.5596301,0.5334718
0.40688664,0.39458653
0.17151096,0.87604475
-0.2870874,1.0216401
-0.07439491,-1.0922236
0.3920264,0.5945261
0.66227406,-1.2063024
0.6074397,-0.5471568
1.1710892,0.097496286
0.96337426,0.8403232
-1.2536547,0.98683614
-0.49465504,-1.283043
0.95522183,1.2835777
-0.6658616,0.5651337
0.28770372,-0.033375256
-1.0618885,-0.11442617
-0.34333584,1.5712649
0.19161488,0.37994194
-0.14475746,0.6376179
-0.28129008,-1.329876
-0.1420107,-0.5341458
-0.523379,0.86150426
-0.8869631,0.8387747
1.1528952,-1.7610976
-1.4777428,-1.7556711
0.0761662,-1.0786035
1.4403417,-0.11059419
0.57686025,-0.1691741
-0.06402487,1.0384256
0.9068235,-0.47551355
-0.87074417,0.1447429
1.9028565,0.3903958
-0.039372582,-0.8014718
-0.4955443,-0.36151406
0.5851132,-1.1560068
-0.14336488,-0.19474058
-0.08556339,1.3945203
0.5969001,-0.48284835
-0.3660986,-1.3270522
1.6952796,2.0654995
-0.23395768,0.7073183
0.5800481,0.26830208
-2.0589387,0.5340205
-0.5353949,-0.8636656
-0.02349435,1.1716698
0.3986872,-0.19871552
-1.1559409,-0.31666976
0.9402981,-1.1469542
0.5588033,0.79175854
-0.18467577,-0.7317725
-0.08065191,-0.98006076
0.060491584,-0.4889547
-0.81373125,0.8199948
-0.6331734,1.2947547
1.4628292,-0.6204337
0.9883892,-0.43217802
-0.62321943,-0.21624534
-0.48867604,0.7869553
0.10759073,-1.0714777
-0.116647765,-1.0169708
-1.1979781,0.47843775
-1.2295241,-1.3700367
1.5435418,-0.033207
-0.41862637,-0.2555965
-0.12923102,-0.054594755
0.40834674,1.1263659
1.9350574,1.0076851
1.0046417,-0.43351972
-1.2425977,1.2845501
0.24377228,0.53036857
-0.0145307295,-2.235718
1.4660301,-1.2190582
0.64423,3.930004
-0.12442428,0.29534167
0.3826542,-0.54972136
-0.9940358,1.3459369
1.9456682,-1.2903639
-2.349476,-2.068862
0.9094211,-0.6946201
1.9594572,-1.1038278
0.5411418,1.5389583
1.086049,1.246405
0.11507506,1.6193073
0.4636934,1.3007355
0.8732305,0.0651267
0.77324104,-0.97013843
-0.8876769,-0.31831706
-0.33440387,0.45428365
