epoch,out_0,out_1,step,train_loss
5024,0.4211832582950592,0.5216827988624573,10049,0.2287873476743698
5049,0.4147287905216217,0.5232101678848267,10099,0.22732855379581451
5074,0.40753480792045593,0.525005042552948,10149,0.22562021017074585
5099,0.3994884490966797,0.5271251797676086,10199,0.22361059486865997
5124,0.390455961227417,0.5296419262886047,10249,0.2212367206811905
5149,0.3802800476551056,0.532644510269165,10299,0.21842116117477417
5174,0.368776798248291,0.5362441539764404,10349,0.2150694876909256
5199,0.35573384165763855,0.5405796766281128,10399,0.21106703579425812
5224,0.3409133851528168,0.54582279920578,10449,0.20627692341804504
5249,0.32406044006347656,0.5521833896636963,10499,0.2005397230386734
5274,0.3049267828464508,0.5599110722541809,10549,0.19367827475070953
5299,0.2833160161972046,0.5692893862724304,10599,0.18551163375377655
5324,0.2591607868671417,0.5806117653846741,10649,0.17588649690151215
5349,0.23263627290725708,0.5941320657730103,10699,0.1647287756204605
5374,0.20428894460201263,0.6099783778190613,10749,0.15211686491966248
5399,0.17511753737926483,0.6280432343482971,10799,0.13835184276103973
5424,0.1465112268924713,0.6478950381278992,10849,0.1239779070019722
5449,0.11997676640748978,0.6687835454940796,10899,0.10970433801412582
5474,0.09673672169446945,0.6897837519645691,10949,0.09623412787914276
5499,0.07741306722164154,0.7100241184234619,10999,0.08408601582050323
5524,0.06198012828826904,0.7288743853569031,11049,0.0735090970993042
5549,0.049963224679231644,0.7460107207298279,11099,0.06451056152582169
5574,0.04071113467216492,0.7613658308982849,11149,0.05694626644253731
5599,0.033589139580726624,0.7750341296195984,11199,0.05060964077711105
5624,0.028067857027053833,0.7871872782707214,11249,0.04528925567865372
5649,0.023741962388157845,0.7980177998542786,11299,0.04079681262373924
5674,0.020310351625084877,0.8077102899551392,11349,0.03697533532977104
5699,0.017552170902490616,0.8164284229278564,11399,0.03369852527976036
5724,0.015307620167732239,0.824312686920166,11449,0.03086603246629238
5749,0.013459762558341026,0.8314811587333679,11499,0.028398601338267326
5774,0.011921417899429798,0.8380327820777893,11549,0.026233380660414696
5799,0.010627120733261108,0.8440490365028381,11599,0.024320704862475395
5824,0.009529203176498413,0.84959876537323,11649,0.022620532661676407
5849,0.00858929194509983,0.8547396063804626,11699,0.02110058255493641
5874,0.007778884842991829,0.8595196008682251,11749,0.019734743982553482
5899,0.00707480451092124,0.8639796376228333,11799,0.018501538783311844
5924,0.006459827534854412,0.8681543469429016,11849,0.017383277416229248
5949,0.005918907001614571,0.8720736503601074,11899,0.01636515185236931
5974,0.005440873559564352,0.8757631182670593,11949,0.015434803441166878
5999,0.005016200244426727,0.8792445063591003,11999,0.014581889845430851
6024,0.004636846482753754,0.8825375437736511,12049,0.013797428458929062
6049,0.004297509323805571,0.8856587409973145,12099,0.013073923997581005
6074,0.003992003388702869,0.888623058795929,12149,0.012404823675751686
6099,0.0037159344647079706,0.8914433717727661,12199,0.011784541420638561
6124,0.003466237336397171,0.894131064414978,12249,0.011208231560885906
6149,0.0032392777502536774,0.8966966271400452,12299,0.010671586729586124
6174,0.0030326624400913715,0.8991490006446838,12349,0.010170924477279186
6199,0.0028432852122932673,0.9014965295791626,12399,0.009702933952212334
6224,0.002670000307261944,0.9037464261054993,12449,0.009264751337468624
6249,0.0025108023546636105,0.9059054255485535,12499,0.008853789418935776
6274,0.00236415839754045,0.9079796075820923,12549,0.008467753417789936
6299,0.0022290500346571207,0.909974217414856,12599,0.008104641921818256
6324,0.002104219514876604,0.9118945598602295,12649,0.00776256900280714
6349,0.0019884866196662188,0.9137448072433472,12699,0.007439958397299051
6374,0.0018811613554134965,0.9155292510986328,12749,0.007135307416319847
6399,0.0017812475562095642,0.9172516465187073,12799,0.006847290322184563
6424,0.001688587013632059,0.918915331363678,12849,0.006574723869562149
6449,0.001601749681867659,0.9205238223075867,12899,0.0063164629973471165
6474,0.0015210136771202087,0.922079861164093,12949,0.006071548443287611
6499,0.0014458277728408575,0.923586368560791,12999,0.0058390432968735695
6524,0.0013749750796705484,0.9250457286834717,13049,0.005618142895400524
6549,0.0013085773680359125,0.9264602661132812,13099,0.005408092867583036
6574,0.001246340572834015,0.9278321862220764,13149,0.005208193324506283
6599,0.0011881497921422124,0.9291635751724243,13199,0.005017799325287342
6624,0.0011332521680742502,0.9304563403129578,13249,0.004836320877075195
6649,0.001081405091099441,0.9317122101783752,13299,0.004663222469389439
6674,0.0010322692105546594,0.9329327940940857,13349,0.004498010501265526
6699,0.0009865162428468466,0.9341196417808533,13399,0.004340221639722586
6724,0.0009432644001208246,0.9352743029594421,13449,0.0041894163005054
6749,0.0009021576843224466,0.9363981485366821,13499,0.0040451958775520325
6774,0.0008635201375000179,0.9374923706054688,13549,0.0039072041399776936
6799,0.000826619565486908,0.9385581016540527,13599,0.0037751069758087397
6824,0.0007917238981463015,0.9395965933799744,13649,0.0036485716700553894
6849,0.0007585028652101755,0.9406089782714844,13699,0.0035272934474051
6874,0.0007272381335496902,0.9415962100028992,13749,0.00341100268997252
6899,0.0006977939046919346,0.9425593018531799,13799,0.003299433970823884
6924,0.0006696156924590468,0.943498969078064,13849,0.0031923665665090084
6949,0.0006425389437936246,0.9444162845611572,13899,0.003089549485594034
6974,0.0006170953274704516,0.9453120231628418,13949,0.0029907748103141785
6999,0.0005926876910962164,0.9461867213249207,13999,0.002895869081839919
7024,0.0005697364686056972,0.947041392326355,14049,0.0028046141378581524
7049,0.0005474620847962797,0.9478766322135925,14099,0.0027168455999344587
7074,0.0005264246137812734,0.9486931562423706,14149,0.002632392104715109
7099,0.0005065419827587903,0.9494913816452026,14199,0.0025511207059025764
7124,0.00048722882638685405,0.9502721428871155,14249,0.002472860040143132
