epoch,out_0,out_1,step,train_loss
2024,0.5057066679000854,0.5075716376304626,4049,0.24248570203781128
2049,0.5057019591331482,0.5076594352722168,4099,0.24239924550056458
2074,0.5056887865066528,0.5077387690544128,4149,0.24232111871242523
2099,0.5056679844856262,0.5078109502792358,4199,0.24225006997585297
2124,0.5056402683258057,0.5078768134117126,4249,0.24218523502349854
2149,0.5056061148643494,0.5079365372657776,4299,0.24212646484375
2174,0.5055658221244812,0.5079907178878784,4349,0.2420731484889984
2199,0.5055204033851624,0.5080403089523315,4399,0.24202434718608856
2224,0.5054696202278137,0.5080852508544922,4449,0.24198012053966522
2249,0.5054143071174622,0.5081263780593872,4499,0.24193966388702393
2274,0.5053545832633972,0.5081638097763062,4549,0.24190284311771393
2299,0.5052908658981323,0.5081979632377625,4599,0.2418692409992218
2324,0.505223274230957,0.5082291960716248,4649,0.24183852970600128
2349,0.50515216588974,0.5082576870918274,4699,0.24181050062179565
2374,0.505077600479126,0.5082839131355286,4749,0.2417847216129303
2399,0.505000114440918,0.5083079934120178,4799,0.24176104366779327
2424,0.5049195289611816,0.5083301663398743,4849,0.24173922836780548
2449,0.5048362612724304,0.5083506107330322,4899,0.24171912670135498
2474,0.5047502517700195,0.5083696842193604,4949,0.24170036613941193
2499,0.5046616196632385,0.5083873271942139,4999,0.2416830211877823
2524,0.504570484161377,0.5084037780761719,5049,0.24166685342788696
2549,0.5044769644737244,0.5084190964698792,5099,0.24165178835391998
2574,0.5043812990188599,0.5084336400032043,5149,0.24163749814033508
2599,0.5042833089828491,0.5084474086761475,5199,0.24162395298480988
2624,0.5041831135749817,0.5084605813026428,5249,0.24161100387573242
2649,0.5040807723999023,0.5084730386734009,5299,0.24159875512123108
2674,0.5039764046669006,0.5084851980209351,5349,0.2415868043899536
2699,0.5038699507713318,0.5084970593452454,5399,0.24157513678073883
2724,0.5037612318992615,0.5085085034370422,5449,0.24156390130519867
2749,0.5036505460739136,0.5085198879241943,5499,0.2415527105331421
2774,0.5035378336906433,0.5085310339927673,5549,0.2415417581796646
2799,0.5034228563308716,0.5085422396659851,5599,0.24153073132038116
2824,0.5033058524131775,0.5085533857345581,5649,0.2415197789669037
2849,0.503186821937561,0.5085647106170654,5699,0.24150864779949188
2874,0.5030653476715088,0.5085760951042175,5749,0.2414974719285965
2899,0.5029419660568237,0.5085877776145935,5799,0.24148596823215485
2924,0.5028162002563477,0.5085995197296143,5849,0.2414744347333908
2949,0.5026880502700806,0.5086117386817932,5899,0.24146242439746857
2974,0.5025576949119568,0.5086241960525513,5949,0.24145019054412842
2999,0.5024246573448181,0.5086370706558228,5999,0.24143752455711365
3024,0.5022892355918884,0.5086503028869629,6049,0.2414245307445526
3049,0.5021511912345886,0.508664071559906,6099,0.2414110004901886
3074,0.5020104646682739,0.5086783170700073,6149,0.24139700829982758
3099,0.5018669366836548,0.5086932182312012,6199,0.24138234555721283
3124,0.5017204880714417,0.5087084174156189,6249,0.2413674145936966
3149,0.5015712380409241,0.5087244510650635,6299,0.2413516640663147
3174,0.5014187693595886,0.508741021156311,6349,0.24133539199829102
3199,0.5012629628181458,0.5087583065032959,6399,0.24131840467453003
3224,0.5011038780212402,0.5087762475013733,6449,0.2413007766008377
3249,0.5009412169456482,0.5087948441505432,6499,0.24128250777721405
